Date,User,IsVerified,Tweet,Likes,RT,User_location
6/23/22,Assurant Inc.,,Happy Pride 2022 🌈  We stand with pride next to LGBTQ+ communities across the connected world. It is part of why we’ve received a perfect score by the @HRC Corporate Equality Index for 4 years. But there’s still work to be done to advance #equity and #inclusion.,0,0,
6/17/22,Evergy Inc.,,Happy National Pride Month! 🌈,0,0,
6/1/18,Bank of America Corp,,"Happy National LGBT Pride Month! Let’s spread love all over the country. #LoveHasNoLabels #BofAPride
",0,0,
11/18/22,TE Connectivity Ltd.,,"Happy LGBTQIA+ STEM Day! For the sixth year in a row, TE has earned the highest score as one of the Best Places to Work for LGBTQ+ Equality. We’re proud to foster an environment where individuals from all backgrounds can utilize their innovation and drive our business forward.",0,0,
6/2/22,CoStar Group Inc.,,"Happy LGBTQIA+ Pride Month! CoStar Group continues its commitment to the LGBTQIA+ community by working with @WilliamsPolicy and contributing to its mission with a $25,000 donation",0,0,
6/20/19,eBay Inc.,,"Happy LGBTQ+ Pride Month! 🌈  Sellers Vikki and Katy met at #eBay Open 2017. The rest, as they say, is history! ❤",0,0,
6/18/20,Equity Residential,,Happy LGBTQ+ Pride Month 🌈 This month we celebrate the accomplishments towards equality and justice. #Pridemonth #LiveRemarkably,0,0,
5/17/23,LyondellBasell Industries NV,,"Happy International Day Against Homophobia, Transphobia and Biphobia! At LyondellBasell, we stand in solidarity with the LGBTQ+ community and reaffirm our commitment to creating a safe and inclusive workplace for everyone. #IDAHOBIT #IDAHOBIT2023 #LGBTQIA",0,0,
5/25/18,CDW Corp.,,"Happy Geek Pride Day! Fly your flag, you Star-Wars-comic-book-action-figure-loving geeks! 🤓 We're flying ours! http://cdw.io/UHynC7",0,0,
6/9/18,Marriott International Inc. Class A,,"Happy 45th anniversary, @PFLAG. Thank you for all you have done and continue to do for the #LGBTQ community. Marriott is proud to support inclusion for all with PFLAG. Have a great celebration at @TheMayflowerDC. #45yearsofPFLAG",0,0,
6/30/19,Caesars Entertainment Inc,,Happy #worldpride #pride,0,0,
6/14/21,ON Semiconductor Corporation,,Happy #PrideMonth🌈! Learn how our employees embrace what #allyship means to them this #PrideMonth2021 as we continue to cultivate an #InclusiveWorkplace #culture. ❤️ 🧡 💛 💚 💙 ,0,0,
6/21/19,Xcel Energy Inc.,,Happy #PrideMonth2019! We’re proud of our 100% rating for LGBTQ+ equality by the @HRC Foundation & this weekend our wind turbine blade in downtown #Minneapolis is lit to show our #TwinCitiesPride! http://spr.ly/6015ES8Vb,0,0,
6/1/21,Adobe Incorporated,,Happy #PrideMonth. 🏳️‍🌈 Here are some futuristic stickers to help you celebrate by illustrator,0,0,
6/1/23,Penn Entertainment,,Happy #PrideMonth. We celebrate in support of the LGBTQ+ community. #ThisIsPenn,0,0,
6/24/22,General Electric Company,,"Happy #PrideMonth! 🏳️‍🌈GE's Adriana Bustamante knows building a world that works starts with being your authentic self. ❤️As an active member of GE’s Pride Alliance employee resource group, she is leading the charge for an inclusive culture.👩‍👩‍👧‍👦 https://invent.ge/3ndtFXu",0,0,
6/1/23,Synopsys Inc.,,"Happy #PrideMonth! 🏳️‍🌈 You can show your support in meaningful ways, like integrating inclusive language and pronouns into your social profiles. Follow #SynopsysPride as we continue to promote and celebrate #PRIDE2023 ",0,0,
6/1/22,Expedia Group Inc.,,Happy #PrideMonth! 🌈,0,0,
6/2/21,Carrier Global Corp.,,Happy #PrideMonth! We've kicked off Carrier's month of events with a global flag raising and virtual celebration of our LGBTQIA+ colleagues. #_belongAtCarrier,0,0,
6/1/23,Comcast,,Happy #PrideMonth! We're showcasing how Pride is Universal across our company through unparalleled content destinations and partnerships with LGBTQ-led & serving nonprofits that are closing the digital divide.,0,0,
6/1/23,Thermo Fisher Scientific Inc.,,"Happy #PrideMonth! We’re proud to bring to life our commitment to celebrating science, diversity and the individual in our Pride Month theme, “Love the Science of You” as we strive to empower our colleagues to bring their whole and true selves to work every day. #PrideMonth2023",0,0,
6/8/19,NiSource Inc,,Happy #PrideMonth! We’re looking forward to celebrating #InclusionAndDiversity across our service territory. #NIPSCOGivesBack #ColumbiaCares,0,0,
6/1/23,Viatris Inc.,,"Happy #PrideMonth! We’re celebrating the #LGBTQ+ community & increasing visibility of the importance of allyship & education internally. We are committed to creating a positive, productive workplace that values integrity, dignity & mutual respect for all. #Pride2023",0,0,
6/1/23,DaVita Inc.,,Happy #PrideMonth! We proudly celebrate the positive impact the LGBTQ+ community has had on our Village and the world. #WeBelong,0,0,
2/1/22,Western Union,,"Happy #PrideMonth! We are committed to fostering a diverse & inclusive work environment. We envision a culture of global unity & boundless connection, contributing to a world where our diversity is celebrated in all its forms. #WUPride #StrengthThroughDiversity",0,0,
6/1/23,FirstEnergy Corp.,,"Happy #PrideMonth! To celebrate, employees from our Alternate Current employee business resource group will spread love and support at pride events throughout our footprint as part of their goal to enhance the health and well-being of the LGBTQ+ community.",0,0,
6/17/20,Lam Research Corporation,,"Happy #PrideMonth! Though celebrations look a little different this year, we’re proud to stand with the LGBTQ+ community & highlight what this month means to some to our own employees. #UniquelyLam
",0,0,
6/1/22,Ceridian HCM Holding Inc.,,"Happy #PrideMonth! This month and every month, we proudly stand with the LGBTQ+ community and reaffirm our commitment to strengthening a culture where everyone feels welcome and accepted.",0,0,
6/15/20,Seagate Technology Holdings PLC,,"Happy #PrideMonth! Seagate is proud to celebrate LGBTQ+ pride month as we continue to challenge ourselves to do more as part of our ongoing efforts to respect, protect, and advance human rights. Learn more here: http://seagate.media/6003TYpM7",0,0,
6/28/20,PG&E Corporation,,Happy #PrideMonth! Proud of our PrideNetwork Employee Resource Group and their efforts to help champion a safe and equal environment for #LGBT+ employees since their founding in 1986. #SFPride #SFPride50 #PrideAtHome #Pride2020 #SacramentoPride #LGBTQ,0,0,
6/3/21,McCormick & Company Incorporated,,"Happy #PrideMonth! Meet PRISM, McCormick's Employee Ambassador Group for the LGBTQ+ community. The group works to engage with the community, allies, and all employees to enlighten, inspire, and educate. Learn more: https://bit.ly/2SRo8ds",0,0,
6/24/20,Laboratory Corporation of America Holdings,,Happy #PRIDEMonth! Learn more about why we were named a 2020 Best Place to Work for LGBTQ Equality: https://bit.ly/2YC8dyJ #Pride2020,0,0,
6/7/22,FirstEnergy Corp.,,"Happy #PrideMonth! In celebration, the FirstEnergy Foundation is proud to serve as the title sponsor of the upcoming Akron Equity March! Learn more and register: https://bit.ly/3aAu3fu Take a look at our employee involvement in last year's march",0,0,
6/1/23,Hewlett Packard Enterprise Co.,,"Happy #PRIDEmonth! HPE remains committed to building a culture of unconditional inclusion where team members are safe, valued, and able to bring their authentic selves to work. We invite everyone to embrace #PRIDE, engage the community, and empower allyship. #WeAreHPE",0,0,
6/7/19,United Parcel Service Inc. Class B,,Happy #PrideMonth! How are you celebrating #Pride? #loveislove,0,0,
6/1/21,Johnson & Johnson,,"Happy #PrideMonth! For more than 25 years, #JNJ has been a leader in supporting the LGBTQIA+ community through employee policies, business practice, and public advocacy. Read how J&J works each day toward inclusivity and equality: https://bit.ly/3uFLnnT",0,0,
6/1/21,NiSource Inc,,"Happy #PrideMonth! Each day and especially throughout this month, NiSource celebrates diversity, equity and inclusion. Our NiPRIDE employee resource group is dedicated to supporting our LGBTQ employees and allies by helping foster a safe and inclusive environment.",0,0,
6/1/22,Domino's Pizza Inc.,,"Happy #PrideMonth! Domino's is proud to support our LGBTQIA+ team members around the world, as well as locally by sponsoring @MotorCityPride (near our HQ in Michigan!). ​How are you celebrating #PRIDE in your neighborhood? 🏳️‍🌈",0,0,
6/1/23,Domino's Pizza Inc.,,"Happy #PrideMonth! Domino's is proud to support LGBTQIA+ team members and communities near and far throughout the year, and we're excited to be sponsoring @MotorCityPride right near our HQ.​Where are you celebrating #Pride? 🏳️‍🌈",0,0,
6/1/20,Cigna Corporation,,"Happy #PrideMonth! Cigna is proud to support and be an ally to the LGBTQ+ community through inclusion, diversity and celebration of our unique differences.",0,0,
6/1/20,Robert Half International Inc.,,"Happy #PrideMonth! At Robert Half we will continue to fight for inclusivity, diversity and equality in the workplace.  #InclusionMakesUsStronger",0,0,
6/11/21,Lumen Technologies,,"Happy #PrideMonth! At Lumen, we support our LGBTQ+ community through our PRIDE Employee Resource Group, which exists to strengthen the environment for our employees, assist in creating an inclusive workplace, and raise awareness of important issues.",0,0,
6/11/21,Lumen Technologies Inc.,,"Happy #PrideMonth! At Lumen, we support our LGBTQ+ community through our PRIDE Employee Resource Group, which exists to strengthen the environment for our employees, assist in creating an inclusive workplace, and raise awareness of important issues.",0,0,
6/1/23,Corning Inc,,"Happy #PrideMonth! At Corning, we recognize each person for the individual they are, and we’re proud to stand with the LGBTQ+ community. Stay tuned for stories featuring our colleagues throughout the month of June.",0,0,
6/2/22,Huntington Ingalls Industries Inc.,,"Happy #PrideMonth! As we celebrate LGBTQ+ Pride Month in June, take time to recognize the great achievements and innovations of the LGBTQ+ community throughout our nation’s history and their significant impact on the success of HII.",0,0,
6/4/20,Raymond James Financial Inc.,,"Happy #PrideMonth! Although we won’t be celebrating together in person this year, our pride networks are making sure we’re staying connected with virtual activities throughout the month. Share your Pride story using #RJPride.",0,0,
6/30/21,Fair Isaac,,"Happy #PrideMonth! @FICO  is proud to support a safe and inclusive work environment for all our team members around the globe. Today, our #OutatFICO group sponsored a fun virtual parade to celebrate the final day of PRIDE month complete with trivia and prizes!🌈",0,0,
6/23/22,Synopsys Inc.,,"Happy #PrideMonth! ""Whether it’s the Pride ERG or another ERG that calls you, if your company has an ERG that’s open to allies & you care about diversity, I encourage you to get involved."" More insights from Synopsys CFO, Trac Pham, in our latest blog. http://snps.social/r2bC50JFZwJ",0,0,
6/1/23,Otis Worldwide Corporation,,Happy #PrideMonth! ❤🌈 At Otis we are proud of our commitment to creating a safe and inclusive workplace where all voices are welcomed and heard. Click to learn more about why #DEI is essential to our culture. #WeAreBetterTogether https://otiselevator.co/3tQmJTk,0,0,
6/4/21,Boston Scientific Corporation,,Happy #PrideMonth!,0,0,
6/2/22,NRG Energy Inc.,,Happy #PrideMonth to members and allies of the LGBTQIA+ community! Find out more about what pride means to us. 🌈 http://ms.spr.ly/6014bZEMk,0,0,
6/23/19,CMS Energy Corporation,,Happy #PrideMonth to all our LBGTQ co-workers and neighbors! Learn about our inclusive workplace at http://bit.ly/2GINjqi.  #CECareers,0,0,
6/1/21,Otis Worldwide Corporation,,"Happy #PrideMonth to all of our #LGBTQ+ colleagues! We’re committed to creating an inclusive culture that celebrates diversity and inclusion, allowing everyone to bring their authentic selves to work everyday. Click to learn more. #WeAreOtis https://otiselevator.co/3tQmJTk",0,0,
6/20/19,Welltower Inc,,Happy #PrideMonth from Welltower! We believe in the power of diversity and inclusion and are committed to fostering a workplace that is accepting and equitable for all.Check out a list of our current employment opportunities by clicking the link below.https://bit.ly/2WSilp,0,0,
6/29/20,Sempra Energy,,"Happy #PrideMonth from Sempra Energy, where we believe diversity drives performance. Our entire family of companies are dedicated to creating an inclusive culture that welcomes LGBTQ+ perspectives.
",0,0,
6/1/21,Raymond James Financial Inc.,,Happy #PrideMonth from Raymond James! Our Pride Inclusion Network is ready to lead us in celebrating all month long. Learn more about diversity and inclusion at Raymond James: https://go.rjf.com/2BYWGhH #RJPride,0,0,
6/23/22,Lumen Technologies,,"Happy #PrideMonth from Lumen’s Basingstoke, England office! 🏳️‍🌈 We’re proud to celebrate #PRIDE with employees from offices across the world. @LumenTechEMEA",0,0,
6/23/22,Lumen Technologies Inc.,,"Happy #PrideMonth from Lumen’s Basingstoke, England office! 🏳️‍🌈 We’re proud to celebrate #PRIDE with employees from offices across the world. @LumenTechEMEA",0,0,
6/29/20,Lam Research Corporation,,"Happy #PrideMonth from Lam! To celebrate, employees connected virtually over good conversations, colorful outfits, and DIY Pride-themed cookies. 🏳️‍🌈😀 #UniquelyLam",0,0,
6/9/18,Goldman Sachs Group Inc.,,Happy #PrideMonth from all of us here at the $GS headquarters in New York.,0,0,
6/1/23,Analog Devices Inc.,,"Happy #PrideMonth from ADI! At Analog Devices, we’re committed to cultivating an inclusive culture to help shape a better, more just world.",0,0,
6/12/19,Cognizant Technology Solutions Corporation Class A,,Happy #PrideMonth — our associates are celebrating #inclusion all month!,0,0,
6/1/23,DENTSPLY SIRONA Inc.,,Happy #PrideMonth – Let’s celebrate diversity and love! #SmilewithPride 🏳️‍🌈 We strongly believe in the importance of #allyship and its continuous presence in our Employee Resource Groups throughout the year. tp://ms.spr.ly/6019geLbL#dentsplysirona #DSTakingAction #proudtobeDS,0,0,
6/1/18,Caesars Entertainment Inc,,Happy #PrideMonth,0,0,
6/28/23,ON Semiconductor Corporation,,"Happy #PrideDay!onsemi is proud to join the celebration and support our LGBTQ+ employees. We all have unique gender identities, expressions, and sexual orientations, but at our core, we all have one thing in common: we are human. #weAREonsemihttps://onsemi.com/company/news-media/blog/innovation-forum/coffee-and-conversation-learning-about-the-lgbtq-community",0,0,
6/1/23,Gilead Sciences Inc.,,"Happy #Pride2023! Our Pride Alliance employee resource group raised the flag at our Foster City campus this morning, and we’ll be flying it all month long as a symbol of our support for LGBTQ+ colleagues and partners — and our work in creating an inclusive environment for all.",0,0,
6/1/19,Adobe Incorporated,,Happy #Pride2019! What does Pride mean to you? 🏳️‍🌈 Create your own self-portrait & share your story using #Adobe_PridePortrait for a chance to be featured on our channels. Kicking us off with her beautiful work is.,0,0,
6/2/19,Johnson & Johnson,,"Happy #Pride2019! At Johnson & Johnson, we’re proud allies to our LGBTQ+ employees and the LGBTQ+ community. Throughout #PrideMonth, we’re excited to celebrate all things Pride with @LoveHasNo_ Join us! #BelongAtJNJ #LoveHasNoGender #LoveHasNoLabels",0,0,
6/1/22,Dow Inc.,,Happy #Pride! 🌈Join us this month as we share why we’re #DowProud to celebrate and support the community.How do you take action for LGBTQ+ equality and #ImagineBetter for the future?#ShareYourPride #Dow125,0,0,
6/3/22, Royal Caribbean Group,,"Happy #Pride! Wednesday marked the start of a time to celebrate and support the LGBTQIA+ community. We're proud of our Royal Caribbean family and how we accept and encourage each other in every way. Whoever you are, and whomever you love, here's to being our authentic selves. 🏳️‍🌈",0,0,
6/11/21,Home Depot Inc.,,"Happy #Pride! We’re reflecting and celebrating the LGBTQ community and the impact of our associates, creators, artists and more in design and home improvement. Follow along as we celebrate with artists like@megemikoart this month and beyond.",0,0,
6/14/19,Lam Research Corporation,,Happy #Pride! We loved getting together to celebrate #PrideMonth with a fun-filled ice cream social. #Pride2019 #uniquelyLam,0,0,
6/1/22,Waters Corporation,,"Happy #Pride! We celebrate our LGBTQ+ employees, customers, and community not only this month, but all year long. When employees can bring their true selves to work, we create an environment for all of us to be successful, innovative, and engaged.#PrideMonth #LifeAtWaters",0,0,
6/1/22,Cisco,,"Happy #PRIDE! To kick off the celebration, we chat with the Strategy Director of Cisco’s People, Policy and Purpose organization Nikita T. Mitchell to explore her intersectional identity as a black, queer woman, and how this impacts her work at Cisco. http://cs.co/6011zpnNf",0,0,
6/1/22,Cisco Systems Inc.,,"Happy #PRIDE! To kick off the celebration, we chat with the Strategy Director of Cisco’s People, Policy and Purpose organization Nikita T. Mitchell to explore her intersectional identity as a black, queer woman, and how this impacts her work at Cisco.",0,0,
6/1/22,Travelers Companies Inc.,,"Happy #Pride! This month, our Pride & Allies Diversity Network is hosting employee events focused on advocacy, allyship and the importance of an inclusive environment.Learn more about our Diversity Networks: https://travl.rs/3LNuVeA #PrideMonth",0,0,
6/22/21,Gen Digital Inc.,,Happy #Pride! Read about our Virtual Pride Parade and how we value inclusivity for all. #TeamNortonLifeLock http://spr.ly/6019yPxxR,0,0,
6/1/19,Dow Inc.,,Happy #Pride! Join us throughout June using #DowProud as we celebrate and support LGBTQ+ equality worldwide.,0,0,
6/1/23,Warner Bros. Discovery Inc. Series A,,"Happy #Pride! Join us as we celebrate the LGBTQ+ community and the creators, characters, and stories that champion inclusion, foster understanding, and inspire us, this month and beyond. #AlwaysProud",0,0,
6/15/21,Avery Dennison Corporation,,"Happy #Pride! Introducing UNITE, an employee resource group that supports the LGBTQ+ and ally community. We asked UNITE leader Harvir Kang to share his experiences as the new leader of the group. http://avydn.co/3wrStxQ #togetherAD",0,0,
6/11/18,Google,,Happy #Pride! Celebrate stories from the LGBTQ+ community with help from your Google Assistant → http://goo.gl/CKu7Df,0,0,
6/6/22,Franklin Resources Inc.,,"Happy #Pride! At Franklin Templeton, we value inclusivity. Because we are all better together. #Pride2022",0,0,
6/5/18,Citrix Systems,,"Happy #PRIDE! At each of our US offices yesterday, we raised the rainbow flag, where it'll fly during the whole month of June, in support of our #LGBTQ customers, partners, and team members. 🏳️‍🌈",0,0,
6/1/22,Citrix Systems,,"Happy #Pride! At Citrix, we celebrate our employees & who they are each & every day. Learn more about how we're working hand-in-hand with employees to build a workplace that encourages everyone to bring their authentic selves to work. https://buff.ly/3GBRvoS",0,0,
6/19/19,Mondelez International Inc. Class A,,"Happy #Pride! #TeamMDLZ is proud to celebrate the diversity of the LGBTQIA community!
",0,0,
6/21/22,Cisco,,"Happy #Pride! #LGBTQ+ employee resource organization leads at @Meraki, @DuoSec, and Cisco share what #PrideMonth means to them. Read more and learn how to be a better #ally: http://cs.co/6003zbv45",0,0,
6/21/22,Cisco Systems Inc.,,Happy #Pride! #LGBTQ+ employee resource organization leads and Cisco share what #PrideMonth means to them. Read more and learn how to be a better #ally: http://cs.co/6003zbv45,0,0,
6/20/19,Ceridian HCM Holding Inc.,,"Happy #Pride! @Ceridian encourages our employees to bring their whole selves to work each and every day, and to come together to continue to build an #inclusive workplace through our #YOUnity groups, including #CeridianPRIDE.",0,0,
6/8/18,Activision Blizzard Inc.,,"Happy #Pride season, everyone! #ATVI #LGBTQ",0,0,
6/28/20,Consolidated Edison Inc.,,Happy #PRIDE New York. How are you celebrating today? ttp://spr.ly/6015GOWsD #ThePowerofPride,0,0,
6/1/21,Microsoft Corporation,,"Happy #Pride Month. 🖤🤎❤️🧡💛💚💙💜
",0,0,
6/7/22,Citrix Systems,,Happy #Pride Month!This year Citrix and our new teammates from @Wrike are joining efforts to celebrate Pride together. Here are some of our employees' stories. https://buff.ly/3pmDqTA,0,0,
6/1/21,Goldman Sachs Group Inc.,,Happy #Pride Month! We're proud to celebrate with the LGBTQIA+ community as we continue to champion a more inclusive workplace and society.,0,0,
6/21/18,Arthur J. Gallagher & Co.,,Happy #Pride Month! We can all live and learn from one another and this month is a great reminder to reflect on how we can live this tenant. #TheGallagherWay,0,0,
6/1/22,Robert Half International Inc.,,"Happy #Pride Month! We are excited to celebrate our #LGTBQIA+ community today & every day in our workplace. We are committed to creating an inclusive space for all to feel welcome, encouraged & supported. Let us all take time to educate ourselves on how to be an ally.",0,0,
6/24/20,Expedia Group Inc.,,"Happy #Pride Month! This year commemorates 50 years of Pride. 🏳️‍🌈 To celebrate the LGBTQIA+ community, we've rounded up virtual events around the world so you can participate safely no matter where you are: https://bit.ly/3ex8Ujs",0,0,
6/25/20,Comerica Incorporated,,"Happy #Pride month! No matter where our employees are located, they have been celebrating all month virtually. Here’s a look at last year’s celebration events. #TBT #PrideMonth #lgbtq",0,0,
6/4/21,Cisco Systems Inc.,,Happy #Pride month! Lets review what you may have missed this week.- The #cloud we know is changing forever. ☁️- Cisco is No. 1 in #SupplyChain Top 25 - Cisco & are partnering to bring Thrive Resets to the   platform. #MentalHealth,0,0,
6/4/21,Cisco,,Happy #Pride month! Lets review what you may have missed this week. 🗞 - The #cloud we know is changing forever. ☁️- Cisco is No. 1 in @Gartner’s #SupplyChain Top 25 🥳 - Cisco & @thrive are partnering to bring Thrive Resets to the @Webex platform. #MentalHealth🧘‍♀️,0,0,
6/3/19,Activision Blizzard Inc.,,Happy #Pride month! Join us this Sunday as Activision Blzzard employees across Los Angeles ome together to take part in this year’s @lapride Parade! #gamewithpride2019,0,0,
6/1/21,Comcast,,Happy #Pride Month! Here’s how we’re celebrating the LGBTQ community across our organization: https://comca.st/3g2sVjT,0,0,
6/11/21,Domino's Pizza Inc.,,Happy #Pride Month! Help us fill in the blank: The LGBTQIA+ nonprofit organization I’d like to see Domino’s support is ______.,0,0,
6/1/21,Expedia Group Inc.,,"Happy #Pride Month! Every June, colorful and bold celebrations take place around the world to honor and recognize the LGBTQIA+ community. 😊🏳️‍🌈  Join the party and check out these cool LGBTQIA+ friendly hotels across the globe—",0,0,
6/15/22,W. R. Berkley Corporation,,"Happy #Pride Month! At #Berkley we want employees to bring their authentic self to work. We celebrate the unique perspectives of our people & foster a culture of diversity, inclusion & belonging. This month, we’d like to share a few ideas to be an #ally to the LGBTQ+ community:",0,0,
6/3/19,Citrix Systems,,"Happy #Pride Month! A great morning to all, with extra ❤️🧡💛💚💙💜 to our #LGBTQ partners, customers and, of course, our wonderful Citrites. We're glad you're here!",0,0,
6/22/23,Juniper Networks Inc.,,Happy #Pride Month! #Diversity & #inclusion are engrained in everything we do at Juniper. Scroll to see what this month means to some Juniper Pride Alliance members,0,0,
6/15/20,Citrix Systems,,"Happy #Pride Month!  🏳️‍🌈 Here at Citrix, we encourage our employees to bring their authentic selves to work each day. You belong at Citrix.  ❤️🧡💛💚💙 Learn more about the events we’re participating in this month: https://buff.ly/3d6uLgh #CitrixLife",0,0,
6/15/21,Avery Dennison Corporation,,Happy #PRIDE Month 🌈🌈 We’re committed to supporting and embracing our LGBTQ+ employees and ally community to promote a safe working environment and raise awareness around #diversity and #inclusion. #togetherAD ❤️💛💚💙💜,0,0,
6/1/23,Avery Dennison Corporation,,Happy #Pride Month 🌈 We’re committed to supporting and embracing our LGBTQI+ employees and ally community to promote an inclusive environment and raise awareness around #diversity and #inclusion. #togetherAD #PrideMonth 🏳️‍🌈🏳️‍⚧️✊,0,0,
6/30/19,Ralph Lauren Corporation Class A,,Happy #Pride from Polo Ralph Lauren.Join us in celebrating the LGBTQIA+ community and supporting the people working towards greater visibility and acceptance.#WorldPride #LoveIsLove,0,0,
6/30/20,Morgan Stanley,,Happy #Pride from our Mumbai office women's cricket team! #WeAreProud,0,0,
6/23/19,Ecolab Inc.,,Happy #PRIDE and a huge S/O to our PRIDE employee resource group members – from building the world’s largest Ecolab soap dispenser to your leadership and commitment to making Ecolab a great place to work for everyone – thank you!,0,0,
6/1/21,Meta Platforms Inc. Class A,,Happy #Pride  People have been coming together in all kinds of ways to celebrate the LGBTQ+ community. From raising funds…,0,0,
6/5/19,Huntington Bancshares Incorporated,,"Happy #NationalRunningDay! To celebrate, we're highlighting @FleetFeetCbus. Learn more about their mission at ttp://ms.spr.ly/6018TJbBE (and check out those @goodr Pride edition shades the #Cbus GM, Jeff, and his team are wearing!)",0,0,
10/11/18,Campbell Soup Company,,"Happy #NationalComingOutDay 🏳️‍🌈! Last weekend, our LGBT+ employee ID network and @V8 supported #outfestphilly for the 3rd year in a row. The team handed out samples of our new #v8hydrate to festival goers & spread ❤️ to the entire city! #forallfamilies",0,0,
10/11/19,Charles Schwab Corp,,Happy #NationalComingOutDay from the PRIDE LGBTQ+ Network at Schwab! We believe both employees and clients benefit by having a diverse and welcoming workplace. #schwablife #pride,0,0,
7/4/21,MSCI Inc. Class A,,Happy #IndependenceDay to those in the US! Let the latest #PerspectivesPodcast episode — about how companies can celebrate #LGBTQ employees — keep you company while you’re out by the grill. #MSCIResearch  https://bit.ly/3heb0sh,0,0,
9/21/22,Corning Inc,,"Happy #HBCUWeek! Corning takes pride in supporting and recruiting from historically black colleges and universities, and we’d like to shine the spotlight on our colleagues’ experiences.",0,0,
6/25/21,CBRE Group Inc. Class A,,Hannah Farmer is proud to be openly gay at CBRE and encourages others to be their authentic selves at work. #PrideMonth2021 #Pride,0,0,
6/10/21,Bank of America Corp,,"Guided by founder @tammiwallace, EnFocus Strategies accelerates economic opportunities for the LGBTQ+ business community in the Greater Houston area. During this special month, it brings us extra #Pride to share their story. 🌈",0,0,
6/24/21,Merck & Co. Inc.,,"Growing up, pride was something that didn't come easily for Paris. But through compassion, support and community, he found it. Learn about his journey and how he's encouraging others, especially those living with #HIV, to practice self-care: http://merck.us/3c2g53q #Pride",0,0,
6/29/21,eBay Inc.,,"Growing up with few resources, new socks were hard to come by for Rachel. But it made her feel so special when she got a new pair. That memory helped motivate her to start Pride Socks, whose mission is to make everyone proud of who they are.",0,0,
6/27/22,GE Healthcare Technologies Inc.,,"Growing up in a rural area in the 1990s, Matthew didn't feel comfortable identifying as gay with his friends & family.Today, as the UK Hub leader for @GEHealthcare's PRIDE Alliance group, he's working to help shape a more inclusive environment.#GEProud #Pride #PrideMonth",0,0,
7/11/23,GE Healthcare Technologies Inc.,,"Growing up Charlotte Crawley quietly questioned her gender identity. After gender-reaffirming surgery in 2013, she found self-love and now advocates for the #LGBTQAI+ community as a program manager at #GEHealthCare. 🏳️‍🌈 Read her story 👇#Pride#InclusionAtWork#InspiringStories",0,0,
6/27/18,Goldman Sachs Group Inc.,,Great to see $GS #Japan’s General Counsel Naosuke Fujita named a role model by  @FT for his efforts to change attitudes towards #LGBT rights in 🇯🇵 #PrideMonth http://click.gs.com/b6c4,0,0,
6/27/22,AbbVie Inc.,,Great news – once again we scored 100% on the @HRC Corporate Equality Index and have been named one of the Best Places to Work for #LGBTQ+ Equality. More: https://bit.ly/3g9iiw5 #CEI2022🏳‍🌈,0,0,
6/22/23,Paycom Software Inc.,,Got plans this weekend? We do! Come support and celebrate the LGBTQ+ community June 23-25 at this year’s @okcpridefest! Stop by the Paycom booth on Saturday and Sunday to say hello and spread some joy. See you there! #PaycomProud #PrideMonth,0,0,
6/28/22,Nielsen Holdings,,"Good news: LGBTQ+ inclusion in media has improved dramatically in the last decade! 🏳️‍🌈But there's still work to be done to ensure representation of the diverse, global LGBTQ+ community.Read our new report on LGBTQ+ media inclusivity: http://nlsn.co/6014zcFnn #PrideMonth",0,0,
6/14/19,Citrix Systems,,"Good morning & Happy Friday from Citrix Dublin, where they're showing their #PRIDE! Unity is one of our core values, and nowhere is that more true than among our Irish cohort. #CitrixLife #FridayFun",0,0,
1/24/18,Marriott International Inc. Class A,,Global Chief Commercial Officer Stephanie Linnartz w/ @OFB_LGBT @LloydsOfLondon @DeutscheBank & @UNHumanRights at Getting to Equal: The Power of #LGBT Inclusive Cities hosted by @Accenture: https://accntu.re/2EOXKo0  #LGBTbroadcast #WEF18,0,0,
6/21/22,Nielsen Holdings,,"Global attitudes about the LGBTQ+ community have evolved dramatically in the last decade. 🏳️‍🌈 In our new report, we look at LGBTQ+ people's perceptions about inclusion and visibility in media and advertising in nine different countries.Download it here: http://nlsn.co/6019zgBt3",0,0,
